排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
1,我与地坛（纪念版）（2024年百班千人寒假书单 九年级推荐阅读）,['史铁生'],None,http://img3m1.ddimg.cn/6/9/21055821-1_w_1703840299.jpg,2011年06月 ,人民文学出版社,17.50,29.00,6.04,文学,中国现当代随笔,32开,胶版纸,精装,否,9787020084357,"这本书是在史铁生2010年12月30日出版的，第二天的凌晨，史铁生就永远离开我们了。本来，这是我们送给他的一个新年大礼，现在回过头来想，《我与地坛》其实是史铁生送给我们每个人的礼物。当年《我与地坛》发表的时候，韩少功说过，即使今年没有任何文学作品，只要有《我与地坛》，就是文学的丰收年。这篇作品是史铁生送给所有人的无价的礼物。史铁生以他的毅力和智慧，度过了四十年的轮椅生涯，写下了数百万字的作品，成为当代有成就的作家。他的影响和贡献，远超于文学之上；他给予读者的，不仅是精美洁净的文字，更是健康的精神、深沉的爱和对人生真谛的探寻。现在，他走了，但他的精神永远存在。《我与地坛》是史铁生在讲他自己的故事，我们可以从中重新认识史铁生，深刻理解史铁生。
    ",1163663,"['经典必读（997）', '装帧精美（853）', '引人入胜（589）', '优美隽永（553）']"
2,被讨厌的勇气：“自我启发之父”阿德勒的哲学课 岸见一郎,"['岸見一郎, 古賀史健']",None,http://img3m2.ddimg.cn/33/26/28518072-1_w_9.jpg,2020年03月 ,机械工业出版社,27.50,55.00,5,成功/励志,心灵与修养,16开,胶版纸,平装-胶订,否,9787111495482,"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因为拥有了被讨厌的勇气，于是有了真正幸福的可能。」

你是否常常对繁琐的生活感到乏味？
你是否时时为复杂的人际关系感到疲惫？
你是否认为人生的意义越来越模糊难见？
我们如何能够在繁杂的日常琐碎和复杂的人际关系中用自己的双手去获得真正的幸福？
这一切的答案尽在这本《被讨厌的勇气》中！

★日本亚马逊2014年度销售冠军，连续300天雄踞销售榜首！
★蔡康永、张德芬 陈文茜、曾宝仪、勇气推荐！
★张沛超、胡慎之、动机在杭州 作序推荐！
★阿德勒思想拥有改变人一生的力量。剩下的就只有能否鼓起迈出一步的“勇气” 
 ",1329395,"['受益匪浅（327）', '振奋人心（282）', '文笔流畅（272）', '感染力强（265）', '干货满满（245）', '内容丰富（219）', '实用（217）', '心灵鸡汤（198）']"
3,红星照耀中国  青少版 八年级上册 人民文学出版社 团购电话4001066666转6,"['埃德加·斯诺 ', '；董乐山 译']",；董乐山 ,http://img3m8.ddimg.cn/61/18/25100818-1_w_15.jpg,2017年06月 ,人民文学出版社,14.80,33.00,4.49,中小学用书,初中阅读,32开,胶版纸,平装-胶订,否,9787020129072,None,906935,"['对孩子有帮助（17861）', '实用（14146）', '孩子喜欢（12058）', '图文并茂（9648）', '同步辅导（8020）', '内容详细（5420）', '内容全面（3673）']"
4,朝花夕拾  七年级上 名著阅读课程化丛书 导读版 人民教育出版社,"['鲁迅 ', '']",None,http://img3m7.ddimg.cn/32/5/25112867-1_w_18.jpg,2017年06月 ,人民教育出版社,17.10,22.80,7.51,中小学用书,初中阅读,16开,胶版纸,平装-胶订,否,9787107316616,"首套*统编教材配套名著阅读丛书
首套破解全国性名著阅读教学难题的丛书
首套由人民教育出版社出版的同步名著阅读丛书
首套四色印刷、低定价、高颜值的名著阅读丛书
丛书与教学完全同步，针对中学生的阅读特点、难点，通过阅读建议、阅读规划等内容一步步激发阅读兴趣、培养阅读能力、引导完成整本书的阅读。
 ",349870,"['对孩子有帮助（537）', '实用（420）', '孩子喜欢（376）', '同步辅导（342）', '内容详细（287）', '内容全面（275）', '图文并茂（268）']"
5,中国民间故事 田螺姑娘 快乐读书吧五年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 14万多名读者热评！,['闻钟主编'],None,http://img3m2.ddimg.cn/30/32/27898032-1_w_30.jpg,2019年06月 ,南方出版社,10.30,22.80,4.52,中小学用书,小学阅读,16开,胶版纸,平装-胶订,否,9787550154698,"每一部经典名著都是很好的教科书，本套丛书是专为中小学生编著，特别关注每一本名著中所传递的宝贵人生经验和成长智慧。邀请名师引导阅读，精心批注，解决如何读、如何练、如何考的问题。针对每本书做一个“阅读规划”，对学生自主或课堂阅读进行引导。zui终使学生了解并学习所阅读图书的情感与价值观，达到在阅读的过程中获得感悟、学习文学知识、积累写作素材，做到读有所得。
 ",240893,"['对孩子有帮助（332）', '孩子喜欢（248）', '实用（229）', '图文并茂（170）', '内容详细（156）', '同步辅导（146）', '内容全面（145）']"
6,中国古代神话 山海经 希腊神话故事 世界经典神话与传说故事四年级上册快乐读书吧配套阅读套装共4册中小学生课外阅读指导丛书,['闻钟主编'],None,http://img3m0.ddimg.cn/43/21/29323150-1_w_13.jpg,2021年06月 ,南方出版社,45.50,101.20,4.5,中小学用书,小学阅读,16开,胶版纸,平装-胶订,是,29323150, ,73586,"['实用（2）', '对孩子有帮助（2）', '内容全面（1）', '内容详细（1）', '同步辅导（1）', '图文并茂（1）', '孩子喜欢（1）']"
7,童年 快乐读书吧六年级上指定阅读 《语文》阅读丛书 人民文学出版社,['（苏）高尔基'],None,http://img3m0.ddimg.cn/10/9/25307380-1_w_6.jpg,2018年07月 ,人民文学出版社,15.00,30.00,5,中小学用书,小学阅读,16开,胶版纸,平装-胶订,否,9787020137398,None,207859,"['对孩子有帮助（482）', '实用（379）', '孩子喜欢（342）', '图文并茂（243）', '同步辅导（214）', '内容详细（190）', '内容全面（158）']"
8,长安的荔枝,"['马伯庸 ', ',博集天卷 出品']",None,http://img3m5.ddimg.cn/54/34/29470275-1_w_1.jpg,2022年10月 ,湖南文艺出版社,29.00,45.00,6.45,小说,历史小说,32开,胶版纸,平装-胶订,否,9787572608582,"唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”惹得世人艳羡杨贵妃上千年，但其中的荔枝是如何从五千余里外的岭南运送到长安城的，却鲜有史书详细记载，脑洞大开的马伯庸以此为蓝本构建了一个大唐社畜李善德拼尽全力做项目的故事，虽是历史小说，读者却能从中看到自己的生活影子，大城市买房落脚、职场情商博弈、不得已的违规逾矩等，小人物的挣扎是那么相似。一项将鲜荔枝运逾千里之距的艰难差事，以微观人事折射大唐宏观社会。
这部口碑非常好的历史小说只花了11天写就，小说刚一连载就获得了广大读者的好评，被数万人点评为神作，推荐值高达96%。微博、抖音、小红书和今日头条，海量读者自发评论和衍生二创。
本书小开本双封设计，随书附赠“荔枝鲜转运舆图”折页插图一张。
 ",431414,"['经典必读（8）', '装帧精美（7）', '情节曲折（6）', '引人入胜（5）', '温情感人（4）']"
9,活着（余华代表作，精装，易烊千玺推荐阅读）,"['余华 ', ' ，新经典 出品']",None,http://img3m3.ddimg.cn/23/25/29311943-1_w_34.jpg,2021年10月 ,北京十月文艺出版社,31.00,45.00,6.89,小说,社会小说,32开,轻型纸,精装,否,9787530221532,"★《活着》讲述了人如何去承受巨大的苦难；讲述了眼泪的宽广和丰富；讲述了绝望的不存在；讲述了人是为了活着本身而活着的，而不是为了活着之外的任何事物而活着。                   
★本书获
-意大利格林扎纳·卡佛文学奖
-意大利朱塞佩·阿切尔比国际文学奖
★同名电影获戛纳国际电影节评审团大奖
★这是一个人和他的命运之间的友情，这是ZUI为感人的友情，因为他们互相感激，同时也互相仇恨；他们谁也无法抛弃对方，同时谁也没有理由抱怨对方。
他们活着时一起走在尘土飞扬的道路上，死去时又一起化作雨水和泥土。
★《活着》里的福贵让我相信：生活是属于每个人自己的感受，不属于任何别人的看法。我想，这可能是写作给予我的酬谢。
  ——余华 
  ",1378693,"['经典必读（4485）', '装帧精美（4281）', '温情感人（2925）', '情节曲折（2554）', '引人入胜（2428）']"
10,红楼梦原著版（上、下册，全两册，全本120回）（团购电话:400-1066666转6）,['曹雪芹'],None,http://img3m1.ddimg.cn/9/22/102771-1_w_1691995673.jpg,1982年03月 ,人民文学出版社,39.00,59.70,6.54,小说,四大名著,32开,胶版纸,平装-胶订,是,9787020002207,"本书为中国古典文学读本丛书。
如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的**普及本！
本书初版于一九八二年三月，距今瞬已十二年。本书初版以来，受到广大读者和专家们的欢迎，也得到了不少指正。这十二年的岁月，使我们进一步认识到，我社当时确定的几个原则是正确的：一是我们所选择的底本——庚辰本，确是一个学术价值很高、接近曹雪芹原稿的珍贵本子，我们以此为底本，就使这相校本有了很好的基础；二是我们确定的校勘原则（详见《校注凡例》）也是正确的，这样就使我们的校勘工作做到了审慎和准确，不至于随意改动底本文字，从而较好地保持了原本的历史面貌；三是我们确定的注释原则（见《校注凡例》）也是切合实际的，对象适中，繁简得宜，因而使得本书避免臃肿烦琐之病。
      ",846937,"['经典必读（4927）', '装帧精美（3603）', '引人入胜（2067）', '温情感人（2008）', '情节曲折（1980）']"
