排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,无用之美（当当专享签章本。跟随林曦，做自己的“生活家”）,['林曦'],None,http://img3m0.ddimg.cn/43/0/29569660-1_w_3.jpg,2023年05月 ,北京十月文艺出版社,39.50,79.00,5,文学,中国现当代随笔,32开,纯质纸,平装,否,9787530222959,None,9073,['经典必读（1）']
12,起初·竹书（王朔新书，由缰一梦追问山海人神，丈量万古荣枯。王朔的文学新高峰）,['王朔'],None,http://img3m2.ddimg.cn/77/8/29561972-1_w_4.jpg,2023年04月 ,新星出版社,65.00,89.00,7.31,小说,中国当代小说,16开,纯质纸,精装,否,9787513351317,"我以往的作品多少都在写自己，可算作“非虚构”；只有《起初》这部作品，才是我真正意义上的虚构小说。
——王朔

= = = = = =
★《起初·竹书》是王朔自我超·越之作，是王朔的文学新高峰！
如果说《起初·纪年》是“历史的王朔”，《起初·竹书》就是“文学的王朔”，代表了王朔的文学新高峰。

★伟大的文学想象力——从八个字开始，王朔会写出什么？
史书仅“天子三月舍于旷原”八个字，被王朔化为一场横绝古今的超级漫游——
在东欧草原上驰骋，
在波罗的海吃海豹刺身，
在希腊遭遇腓尼基绑匪，
在圣殿山和所罗门王对歌……
王朔心游万仞，无远弗届。

★千人千面的角色创造力——不同于一人主角故事，王朔塑造了群星式主角团
【遥远的身影】寒浞、伯靡、伊尹、周公、周穆王、李耳、周夷王、周厉王……
【神话的人物】黄帝、西王母、后羿、嫦娥、吴刚、饕餮、姜原、蜚廉……
如果《起初·纪年》是一个人的时代，《起初·竹书》便是一群人的长河。
显示全部信息",14932,['装帧精美（2）']
13,天官赐福：全三册【印特签版】,"['墨香铜臭 ', '，磨铁文化 出品']",None,http://img3m2.ddimg.cn/60/31/29570172-1_w_1705655046.jpg,2023年05月 ,广东旅游出版社,199.00,329.00,6.05,青春文学,大陆原创青春文学,16开,胶版纸,精装,是,9787557029807,"    ★墨香铜臭，全球知名畅销作家，著有《人渣反派自救系统》《魔道祖师》《天官赐福》，晋江专栏收藏数高达百万，作品横跨四大洲翻译出版美、日、韩、德、法、俄、越、泰、巴等十多个版本，多次创下国内作品的海外销售记录。其作品风格浪漫，情感强烈，独具个性，令万千读者极具共鸣，久久不忘，引发海内外阅读热潮。
    ★《天官赐福》雄踞晋江文学城销售金榜近三年，积分破400亿，收藏破200万，评论破200万，霸王票全站第一。泰、越、日、韩等版本数次登顶当地畅销榜首，四登纽约时报畅销榜。
    ★全文修订版，全球首发！正文新增数万字全新内容，独家首发近万字新番外 出版后记（内含作者手写内容） 每册作者手写特别寄语印签。双封设计，内含24P彩插，还原书中众多名场面。裸脊锁线装订，双面书盒收纳，内文精选80G岳阳楼胶版纸，细腻手感，精美印刷，收藏品质。
     ★随书附赠精美周边：3款对裱逆向镭射银卡，4款烫金藏书票，2款异形书签，2款PVC贴纸，2款覆膜UV拍立得，1款全员折页图，2款祈福卡，1款立体贺卡，1款纸灯。所有赠品均使用特种纸印刷，超值享受！ 
 ",29741,[]
14,基层女性生存指北 基层女性作者新作 随书附赠作者原创手绘作品,"['王慧玲 ', '，磨铁文化 出品']",None,http://img3m9.ddimg.cn/8/1/29558339-1_w_1691036676.jpg,2023年03月 ,台海出版社,43.70,58.00,7.54,心理学,心理百科,32开,胶版纸,精装,否,9787516834787,"    1.作者王慧玲出身农村，没上过大学，饱受原生家庭伤害，但是她从摆摊卖袜子做起，摸爬滚打成为帮助上百万女性解决困惑的博主，被《三联生活周刊》《新周刊》等媒体深度报道，成为底层女性的逆袭典范。
    2.她的图书作品《基层女性》更是在短短一年内，销量达数十万册。
    3.只要你还在为容貌、年龄、婚育等问题焦虑，只要你还活在社会规训之中，那么你就是被困住的“基层女性”。让我们以“我”为本，使生活中的事物都围绕着“我”的需求展开，成为一个“人”，而不只是女人。
   4.这本书轻薄但有力，作者在书中掷地有声地告诉女性，放弃幻想、自我负责，实现物质和精神的双重独立才是我们的道路。
 ",14597,[]
15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
16,如果历史是一群喵12·元末明初篇（抖音）,None,None,http://img3m5.ddimg.cn/96/14/29576445-1_w_1.jpg,None,None,43.00,59.80,7.2,动漫/幽默,大陆漫画,,,,否,9787557030162,None,4930,[]
17,超越好奇 周鸿祎自传360创业实践历程 创业避坑指南,['周鸿祎 范海涛'],None,http://img3m1.ddimg.cn/58/28/29555221-1_w_3.jpg,2023年04月 ,人民邮电出版社,44.50,89.00,5,管理,创业企业与企业家,16开,胶版纸,平装-胶订,否,9787115614087,"360创办人周鸿祎，从大学到公司上市的创业实践。
作家范海涛执笔，总结互联网创业心法、360管理哲学，阐释互联网企业的运作方式。
真性情、真有趣、真的有点二：
披露周鸿祎幼时经历，以及少年时不断折腾的历程和心路；
披露与雅虎、百度、腾讯等重磅企业竞争内幕。
披露周鸿祎的个人生活：童年的成长经历、学生时代的追梦之旅、与妻子胡欢携手走过二十多年的温馨生活。
公开了跨度40年之久的照片、家人合影、创业历程中的点滴影像。
假如你是周鸿祎，你会被打垮吗？
你可以不喜欢周鸿祎，但其九死一生的生猛创业实践，异常精彩，堪称创业避坑指南。
你可以不喜欢周鸿祎，但就算强大的对手都不得不佩服他的坚韧。
凭着无所畏惧的好奇心，改变世界
创业要踩过无数的天坑，周鸿祎所经历的挫折，比你想的还要难百倍。这种战不败的精神，将给创业者们极大的鼓舞——重新站起来的勇气。
初生牛犊，往往能够凭着无所畏惧的好奇心，改变世界。
而现实的另一侧面却是，大多数年轻人创业的欲望有多强，他放弃的速度就有多快。现实太残酷，创业太难，九死无生也不为过。仅有是好奇是不够的，只有超越好奇，不停地试验与推翻自己深爱的想法，才能不断刷新自己，更好地适应现实。这就是周鸿祎的超越好奇。
你想怼他，请先懂他！
 ",3008,[]
18,我的骨头会唠嗑：法医真实探案手记（全两册套装）,['廖小刀 刘八百'],None,http://img3m4.ddimg.cn/70/25/29558104-1_w_7.jpg,2023年05月 ,金城出版社,48.00,96.00,5,文学,纪实文学,32开,胶版纸,平装,是,9787515523897,"★双城双法医视角！从业18年法医兄弟携手讲述亲历真实重案，随书附赠《法医大揭秘》精美手册。
惯用24号小解剖刀的廖小刀、解剖过800多具尸体的刘八百，他们是大学时期法医专业上下铺的兄弟，毕业后一南一北从事法医工作，而今携手讲述18年法医生涯中Zui离奇震撼的24宗真实案件，视角还原法医尸检全过程。
★24场与“尸骨”的对话，20余种专业法医手段。
他们在案发现场与尸骨“唠嗑”，用在尸体中不断挖掘出的证据串联起案件的全貌，抽丝剥茧寻找案件真相，用技术击破完美犯罪的假象！
★探寻南北方隐秘的犯罪差异，拼凑一幅惊险诡谲的罪案图鉴。
受南北方气候、地理差异影响，法医鉴定及法医接触到的案件类型也有所不同。譬如北方夏末秋初的玉米地是天然的犯罪场所；而南方水域发达，多水浮尸、白骨尸。
★当解剖刀划开真相，尸骨之下恶念丛生。
自私、好色、冷漠、偏见、霸道、虚伪、狡猾……在的命案故事中展现Zui撕裂的人性，在惊险刺激的阅读体验之外，感受人性的复杂和生命的柔软。
★魔宙旗下非虚构品牌“天才捕手计划”爆火作品，独家收录全新篇目。
百万粉丝公号“天才捕手计划”大热专栏，篇篇阅读量10万加 ，读者口碑炸裂！纸质书全新增补专业尸检知识，独家收录《天字一号案》《后备厢里的第三个人》《又见青纱帐》《弑母录像》等重磅案件故事，全版本集结出版。
 ",23267,['经典必读（1）']
19,一读就上瘾的中国史12+宋朝史+明朝史+夏商周史（套装全5册）,"['温伯陵等 ', '']",None,http://img3m9.ddimg.cn/25/26/29557069-1_w_2.jpg,2021年08月 ,台海出版社,99.00,281.20,3.53,历史,历史普及读物,16开,轻型纸,平装,是,9787516828533,None,21583,"['可读性强（2）', '内容扎实（1）', '经典权威（1）']"
20,世说新语来了!在名士故事中读懂小古文（千年前的“微博体”文学经典，中小学古文，鲁迅先生开出的唯一一份书单，推荐朋友孩子阅读）,"['歪歪兔童书馆', '绘']",None,http://img3m0.ddimg.cn/63/28/29564730-1_w_1705373196.jpg,2023年05月 ,海豚出版社,64.00,128.00,5,童书,中国儿童文学,16开,胶版纸,精装,否,9787511063502,"【编辑推荐】
一部好玩的古代文学经典
汉末魏晋名人的爆笑故事集
李白、杜甫、苏轼、李清照、鲁迅……历代文人的书
初中生阅读指导书目，多篇故事入选中小学语文课文
  ",9181,['可读性强（1）']
21,【自营 首刷赠海报】流浪地球2电影制作手记 官方授权正版刘慈欣小说郭帆创作细节幕后剧照花絮图访谈记录流浪地球2电影原著 流浪地球制作手记,"['朔方 等编', '']",None,http://img3m6.ddimg.cn/91/36/29544166-1_w_4.jpg,2023年04月 ,中信出版社,91.50,122.00,7.5,艺术,影视/媒体艺术,32开,胶版纸,精装,否,9787521749724,"1.欢迎加入流浪地球世界
官方授权完整呈现“流浪地球世界观”和“流浪地球编年史”。
集结来自中科院、清华大学等机构的20余位科学顾问，从自然科学、社会科学等各角度铺陈宏大的流浪地球世界，欢迎更多的读者朋友加入，共同点亮科学幻想。
2.披露众多创制细节：从入门到“入门”
深入剧组探秘幕后故事、披露诸多电影之外的专属档案、收录一手设定资料，包含分镜头画稿、平面设计手稿、珍贵剧照等。揭秘各种高科技场景和道具诞生始末：MOSS、太空电梯、月球发动机、门框机器人、机械狗笨笨、休眠舱、潜水服、工程外骨骼……
3.他们是真的想教会我们拍电影
深度访谈电影主演主创和幕后团队，为读者提供了一条走入重视效科幻电影幕后的“访客路线”，全方位记录《流浪地球2》创制全流程：如何写剧本？怎样拍电影？……主创齐上阵，手挽手痛谈“犯错”心得。
4.挑剔的他超爱（怎么可能，他永远不会满意！）
郭帆导演工作室监制全书设计：封面采用印银工艺，内文特种纸印刷，锁线精装，可180度平摊阅读。
 ",9538,[]
22,人间清醒2：底层逻辑和顶层认知（少量签名版随机发售）,['水木然'],None,http://img3m0.ddimg.cn/87/23/29567130-1_w_7.jpg,2023年05月 ,浙江人民出版社,25.50,58.00,4.4,管理,一般管理学,32开,胶版纸,平装-胶订,否,9787213110597,"人生的三次觉醒：见自己，见天地，见众生。
见自己，可以明归途，所以豁达。
见天地，可以知敬畏，所以谦卑。
见众生，可以懂怜悯，所以宽容。
这是一本送给迷茫者的“开悟之书”。多一分清醒，便能少一分痛苦。人和人的不同，是认知的不同。因此，提升认知是人生逆袭的路径。
 ",12726,"['观点独特（2）', '通俗易懂（2）', '可操作性强（1）', '实用（1）']"
23,大胆投资自己 （学会这46个投资自己的好方法，就能越来越强大！松浦弥太郎新作！39岁之前投资自己比存钱重要）（读客经管文库）,['[日] 松浦弥太郎；读客文化 出品'],None,http://img3m7.ddimg.cn/76/3/29553457-1_w_1.jpg,2023年04月 ,文汇出版社,31.00,45.00,6.89,成功/励志,成功/激励,32开,胶版纸,平装,否,9787549639946,"◆学会这46个投资自己的好方法，就能越来越强大！
◆松浦弥太郎新作！
◆如何用钱投资自己：39岁之前投资自己比存钱重要/消费、浪费、储蓄和投资的平衡/耐心地等待高额回报
◆如何用时间投资自己：娱乐也是正当的投资/为自己规定不要为某些事情浪费时间/不要让本属于自己的时间被其他人和事支配！
◆一个人越是对金钱紧追不舍，幸福和喜悦就越是会离他远去。——本书序言
◆投资自己就是先思考自己想要的未来，再采取行动。投资的对象并不是股票之类的身外之物，而是我们自己。我们应该先了解自己，深思熟虑，再面向未来采取行动。——本书第12页
◆永远带着好奇心去环顾四周，寻找学习的机会，享受学习的快乐，努力把事情“做透”。这样一来，投资的齿轮就会一直转动下去。——本书第106页
 ",6155,[]
24,意林少年版合订本总第115卷(2023年5期-8期）,['意林少年版编辑部'],None,http://img3m8.ddimg.cn/41/22/29554808-1_w_1.jpg,2023年04月 ,未来出版社,17.90,35.80,5,童书,少儿励志与成长,16开,轻型纸,平装-胶订,否,29554808,None,28583,[]
25,活着活着就老了（当当专享花开金句小册子，冯唐百万销量不二之作，出道封神的经典随笔）,"['冯唐 ', '，磨铁文化 出品']",None,http://img3m9.ddimg.cn/87/18/29558319-1_w_4.jpg,2023年04月 ,北京联合出版有限公司,51.20,68.00,7.53,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787559667618,"★跨界天花板冯唐，前半生极具少年血性的文字，写尽在大千世界尽情撒野的种种
他是诗人、作家、战略管理专家，30年写作，20年管理，50岁始创成事不二堂。做管理杀伐占取，拿起笔落笔生花。用风情万种的文字，写通透性情的智慧。
★冯唐文字高峰，93篇出道封神的经典文章，收录冯唐全新序言
引爆全网的93篇经典，冯唐zui犀利、zui野的表达。“以后再写，估计不会这么无法无天了。”
★高浓度的冯唐人生哲学，用好自己这块材料
冯唐畅谈一生所爱：读书读史、做事成事、恋人恋物、文艺生活，用“不正经”的才情讲述正经的智慧。
★写给想要人生有聊一点的每一个人
冯唐真实讲述生猛鲜活的前半生：年少轻狂初入江湖，看过了世界众生，方能酒肉穿肠敢爱敢恨。每个读者都能从中得到生活的启示、前行的力量。
★知名设计师打造全新设计风格，尽显率真不羁，随书附赠【人生苦短，继续任性】定制书签！
 ",10789,[]
26,"《余光中“人间清醒三部曲”》,洞穿纷繁的世事,抚慰烦扰的心灵","['余光中 ', '']",None,http://img3m1.ddimg.cn/29/16/29560241-1_w_1706673303.jpg,2023年03月 ,北京时代华文书局,122.10,177.00,6.9,文学,名家作品,大32开,轻型纸,平装-胶订,是,9787569946277,"编辑推荐：
★余光中逝世五周年，缅怀致敬——
余光中家属亲自授权审定篇目，原汁原味完整呈现余光中经典文学。
★梁实秋、莫言、张晓风、韩少功极力推崇的文学大家，央视、新京报、南方周末等缅怀——
梁实秋赞他诗文双绝，莫言赞他是中国古典文学真正高明的继承，张晓风赞他是文字方面的全才……
《朗读者》邀请他亲自朗读《民歌》，因为他，所有人更深刻理解了“乡愁”……
★不看不知道，余光中原来这么幽默、犀利——
关于说话：心情好，婉说，心情坏，直说。对聪明人，婉说，对笨人只有直说。
关于开会：世界上无趣的莫过于开会了。大好的日子，一大堆人被迫放下手头的急事、要事、趣事，济济一堂，只为听三五个人逞其舌锋，争辨一件议而不决、关而不行、行而不通的事情，真是集体浪费时间的方式。
关于借钱：借钱，实在是一件紧张的事，富于戏剧性。借钱是一种神经战，紧张的程度，可比求婚，因为两者都是秘密进行，而面临的答复，至少有一半可能是“不肯”。
★是诗人，也是带着笑意的生活观察家——
他观察朋友圈：朋友有四种类型，分别是高级而有趣，高级而无趣，低级而有趣，低级而无趣。
他观察出版圈：作家要多出好书，读者要成为专业读者，读者就像选民，买什么书就等于给什么作家投选票。
他观察世俗生活：说参加婚礼“吃吧，吃吧，这才是婚礼的主要目的”。
他观察自我：假如有九条命，一条读书，一条应付生活，一条陪父母，一条做丈夫和爸爸……后一条从容生活。
他观察应酬圈：开会是“生命中不能承受之烦”，上电视演讲是“不甘寂寞”。
他观察粉丝圈：粉丝是“有缝必钻，无孔不入，四方漂浮，一时啸聚，闻风而至，风过而沉”。
显示全部信息",3760,[]
27,唐诗来了！在诗人故事中轻松读唐诗（全2册。唐诗不用背！在诗人故事中读唐诗，唐诗更好懂，孩子更爱读。7-14岁适读。歪歪兔童书馆出品）,"['歪歪兔童书馆', '绘']",None,http://img3m7.ddimg.cn/65/35/29566217-1_w_1705373194.jpg,2023年05月 ,海豚出版社,64.00,128.00,5,童书,中国儿童文学,16开,胶版纸,平装-锁线胶订,是,9787511063496,"  读诗人故事 诵唐诗杰作 懂唐朝历史
在唐朝历史中读懂诗人，在诗人故事中读懂唐诗
 ",8606,[]
28,少年读漫画 孙子兵法 全6册 趣读孙子兵法 儿童版国学经典幽默搞笑中国历史连环画故事书,['湖南文化音像出版社'],None,http://img3m9.ddimg.cn/60/8/29548689-1_w_1.jpg,2023年01月 ,湖南文化音像出版社,29.90,138.00,2.17,童书,中国儿童文学,32开,胶版纸,平装-胶订,是,9787885435547, ,7042,[]
29,超有趣的美食大冒险（随书附赠2张书签+贴纸）,"['我是小魔 ', '，磨铁文化 出品']",None,http://img3m5.ddimg.cn/9/19/29570715-1_w_1700806125.jpg,2023年05月 ,江苏凤凰文艺出版社,48.90,68.00,7.2,动漫/幽默,大陆漫画,16开,胶版纸,平装,否,9787559475572,"◆超2500万粉丝科普达人“我是小魔”，带你探索食品安全的奇妙世界，揭秘潜伏在日常食物中的危险！
苹果烂了一小块，切掉之后还能吃吗？
葡萄上的白霜到底是什么？
1 颗杨梅竟然有 6 条虫子？
辣条到底干不干净呢？
火腿肠是用什么做的？
为什么牛肉发出异样的颜色？
了解食物是健康成长的第①步。小魔在轻松科普的同时，深入挖掘食品的成分，参考“食品安全国家标准”等研究资料，给出严谨可信的科普答案。
◆食物版“十万个为什么”，本书涉及水果、零食、肉类等多个方面，包括日常要注意的食物安全问题，例如鱼刺卡喉咙的处理、火锅吃生肉的危险，口香糖咽下去怎么办，等等。小魔以简单的方式解释复杂的概念，让孩子轻松了解日常食物安全问题，让孩子养成健康饮食好习惯。
◆拟人化形象设计，聪明狗“小魔” 大笨鸟“咕咕咕” 暴躁“咕咕妈”，绝妙欢乐组合，让孩子在“哈哈哈”中轻松获取知识。
◆每一帧画面精打细磨 每一个生僻字都有注音 神奇课堂复习 轻松一刻闯迷宫 练习简笔画，让孩子在阅读中兴趣互动！
◆ 线装16大开本 封面压月牙纹 180°锁线平摊，方便孩子轻松阅读。
 ",9028,[]
30,习近平新时代中国特色社会主义思想专题摘编,['中共中央党史和文献研究院 编'],None,http://img3m2.ddimg.cn/95/15/29569712-1_w_1.jpg,2023年04月 ,中央文献出版社,27.30,30.00,9.1,政治/军事,政治,32开,胶版纸,平装-胶订,否,9787507349337,None,None,[]
31,半小时漫画史记（1-5全5册）（史记本来就是故事会，读起来一点都不累！翻开本书，在欢声笑语中读完史记！）半小时漫画文库,['陈磊·半小时漫画团队；读客文化 出品'],None,http://img3m2.ddimg.cn/63/33/29562552-1_w_1.jpg,2023年05月 ,河南文艺出版社,142.40,284.80,5,历史,史家名著,32开,胶版纸,平装,是,9787555915171,"◆史记本来就是故事会，读起来一点都不累！
◆漫画式科普开创者、3500万粉丝的陈磊·半小时漫画团队耗时两年精心打磨的重磅之作！
◆司马迁写成史记，背后的故事原来这么燃！吴越之争：你若安好，那还得了！秦国：要逆袭，得坚持！如何和汉武帝愉快地做邻居？汉武帝的奇葩亲戚们都有谁？
◆读着读着你会发现，史记本来就是故事会，读起来一点都不累！
◆随书附赠“半小时漫画《史记》大事表＆文史知识表”拉页 “混知英雄卡”，卡面随机
◆翻开本书，在欢声笑语中读完史记！
◆看半小时漫画，当高质量学霸！
 ",7693,[]
