排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,新高考志愿填报199问（虫洞书简出版方新作）,['于乐芳'],None,http://img3m3.ddimg.cn/20/0/29521523-1_w_1703052732.jpg,2023年02月 ,台海出版社,24.90,49.80,5,中小学用书,高中阅读,128开,胶版纸,平装-胶订,否,9787516832349,"高中阶段是人生发展的关键期，是人生观、价值观和世界观形成的重要阶段。本书旨在帮助家长和学生普及高中学业规划及生涯规划知识，为考生提供新高考志愿填报策略、工具和方法。理论与实务并重，知识体系化，操作性很强，简明易懂，相信会受到广大家长和考生的喜欢。
——陈庆 南京师范大学教育智能技术与应用研究中心特聘专家

于老师是《生涯发展规划师资能力培训与评价》团体标准主编，深耕青少年生涯教育数十年，她携手全国生涯规划领域专家为青少年生涯教育群策群力，本书强化高中生涯规划意识，聚焦高考志愿填报攻略和实战技巧，助力青少年在高中阶段学会客观认知自我、快速了解新高考政策及志愿填报相关信息，提升自己的生涯规划能力，实现人生目标。
——张曙光 中国成人教育协会数据分析教育培训专委会秘书长

《新高考志愿填报199问》值得每一位考生以及高考志愿报考规划师深度品读借鉴，了解规则、了解自己，才能在新高考改革下，做出更适合自己的选择。
——陈明吉 TQC生涯规划系统发明人、中国智慧工程协会中国大脑基因智库秘书长
过去的单一考试方式，已经不再适应现在教育发展的新需求，为避免人才浪费，国家实施了新高考改革。于老师在此时编写的这本顺应时代需求的《新高考志愿填报199问》，恰恰解答了老师、家长、学生针对新高考改革的困惑。本书使用一问一答的方式，让大家阅读起来轻松易懂，是一本适合不同年龄段读者阅读的新高考说明书。
——龙梓煊 心理学博士、畅销书作者、WMECA世界医学认证执业完形治疗师
 ",1271,[]
12,啊呜一口 吃掉烦恼（蛋黄国外交大使Yolk作品，元气食堂熊大卫推荐，随书附赠打蛋器书签+明信片，“蛋”愿治愈你！）,['Yolk'],None,http://img3m8.ddimg.cn/28/33/29543608-1_w_1688013625.jpg,2023年04月 ,人民邮电出版社,29.90,59.80,5,心理学,心灵疗愈,128开,胶版纸,平装-胶订,否,9787115610928,"·原创漫画博主“蛋黄国外交大使Yolk”的作品终于集结成书，出版新增未发布作品两篇，带读者沉浸式体验神秘的蛋黄国。
·原创“蛋黄主题”的系列漫画，阅读量超8000万。
·治愈从学生到上班族的暖心绘本，为生活旋涡中努力的勇敢大人们提供一种缓解压力的新方式。
·随书附赠 “打发”烦恼的打蛋器书签和“蛋”愿开心系列手绘明信片。
·新生代国民美食IP——“元气食堂”熊大卫也在看的暖心绘本。

 ",27458,"['心理治愈（1）', '可读性强（1）', '脑洞大开（1）']"
13,历史的温度7：那些退隐、告别和离席「2023得到年度书单Top10」,['张玮（馒头大师）'],None,http://img3m6.ddimg.cn/2/32/29525366-1_w_4.jpg,2023年04月 ,中信出版社,34.00,68.00,5,历史,历史随笔,128开,胶版纸,平装-胶订,否,9787521751796,"1.高颜值、有内涵的大众历史科普畅销书《历史的温度》系列第7部，以温暖笔触与读者共同回顾历史上的告别与落幕。
2. 收录35个故事，既关注过往也追忆青春，既送别黯淡也迎接希望，共同找回枯燥历史背后的丰富细节，感受时代的变迁与浪涌。
3.细腻文字结合冷静视角，让故事有知识也有看点，有典故更有温度，适合大小朋友读懂过去，活好当下，坦面未来。
4.延续前作装帧特色，采用颜色柔和的本白纸张，配合裸脊锁线装订，可轻松摊平阅读，好读也防伪。
 ",6985,"['品质高端（3）', '经典权威（3）', '品质不错（2）', '内容扎实（1）', '可读性强（1）']"
14,人间取舍（百万畅销书作家晚情最新力作，点醒和印证了怎么取舍，才能成为睿智聪慧、气场轻扬的女人！）,"['晚情 ', ', 悦读纪 出品']",None,http://img3m8.ddimg.cn/95/11/29524568-1_w_2.jpg,2023年02月 ,青岛出版社,17.50,39.80,4.4,成功/励志,心灵与修养,32开,轻型纸,平装-胶订,否,9787573605627,"取舍之所以很难，就是既不想放弃眼前的安逸，又羡慕别人的成功，既不愿承担任何风险，又妄想得到所有好处；既没有脚踏实地的心性，又沾有好高骛远的毛病，既没有破釜沉舟的魄力，又想要站在云巅的成就； 
就像一个人同时追两只兔子，后一只都追不到。
所以，瞅准你想要的那只兔子吧！
书中晚情的观点，点醒和印证了什么样的女人，才是会和人生断舍离的女人，怎么取舍，才能成为睿智聪慧、气场轻扬的女人！本书文字魅力十足，读者赞誉：“似乎可以让人在枯树上，看到春满华枝头，在无边的黑夜，看到天心月圆！”
晚情观点：
1.如果你觉得现在的日子不是你想要的，也许是因为你缺少一次顺从内心的断舍离。
2.当一种关系需要你委曲求全地去延续，不断牺牲利益去维护时，其实，它早该被结束了。
3.
每个人都希望拥有更多东西，而不愿意舍弃任何东西，这是人性，却也恰恰是人生的制约。
4.
你不愿意离开池塘，就不可能看见远方的大海；你不愿意离开山脚，就不可能领略山顶的风光。
5.结婚就好比去海滩上捡贝壳，你捡到一个带回家后，从此就不要再去海滩。如果你再去，总会发现那里还有更好、更漂亮的贝壳，终究意难平。
6.人生其实很公平：你选择了踏踏实实地奋斗，未来也会睡得安安稳稳；你选择了投机取巧，未来就可能不过是一场海市蜃楼。
7.
我特别喜欢那种在遇到不好的人时懂得及时止损的姑娘，这些姑娘都是有大智慧的，舍得舍得，有舍才有得。
8.我们收拾物品，实际上是通过物品来清理自己的内心，当你觉得生活冗杂沉重、环境压抑难受，又不知道该如何改变时，也许可以通过清理一些东西开始，毕竟相对于改变精神世界，改变物质世界显然更容易一些。
9.
我们只需要按照本心生活，那些和我们三观相同的人，自然而然就会渐渐聚集到我们身边。
10.
“有个性”的姑娘活得比“好女人”更好，因为她们懂得取舍，明白这个世界上不会所有人都喜欢自己，那么与其努力从众，不如活出真实的自我。
 ",10368,"['文笔流畅（100）', '振奋人心（87）', '感染力强（70）', '心灵鸡汤（55）', '干货满满（46）', '实用（34）', '受益匪浅（25）', '内容丰富（18）']"
15,在你和世界之间（当当专享签名版+卡片*3，哈佛、耶鲁学霸李柘远LEO真实的生活状态大公开，蔡康永、王冠、阎真、王芳诚意推荐）,"['李柘远 ', ',博集天卷 出品']",None,http://img3m1.ddimg.cn/64/6/29510281-1_w_2.jpg,2023年03月 ,湖南文艺出版社,27.30,62.00,4.41,成功/励志,人生哲学,16开,胶版纸,平装-胶订,否,9787572608551,"◎16开全彩印刷，全面呈现哈佛、耶鲁学霸真实的生活状态，鼓励万千学弟学妹
学长LEO诚意分享作为哈佛、耶鲁双料学霸，在世界教育背景下，真实的学习和生活状态。全书收录学长300 图片随拍，精选16开大开本呈现丰富图文。
◎全面收录学长哈佛课堂实录、哈佛学习经验、哈佛游玩攻略等
学长的一天、一周是如何度过的？
哈佛学生常用的任务清单模板是什么样的？
哈佛课程安排、学长课堂笔记、课堂案例材料、备考细节、游玩攻略大公开……
在轻松幽默亲切的记录背后是自律、积极、阳光的学习态度！
◎一本可能彻底改变你生活状态的暖心之作
大众眼中传统意义的“超级学霸”“奋斗青年”讲述自己有温度、有温情的生活态度。书中不仅收录学长的求学时光，还有旅行碎片，更有日常生活的小确幸瞬间，无论是在窗口探头探脑的软萌小猫，大雪后的哈佛校园，查尔斯河畔散步的野鸭一家，都让人从心底感受到了满满的美好。
◎回顾成长环境，讲述一个学霸的成长故事
LEO深情回顾与妈妈、姥姥等亲友、恩师的相处细节。“这世界不可避免地有让人伤心、揪心、担心、焦心、寒心的事，但我们的生命，也因有了可爱的家人、爱人、朋友，而获得了温度和幸福感。”
◎特别收录学长献声的中、英、日经典名人佳作音频、深受读者欢迎的LEO解压手抄图，特别绘制LEO狮子形象表情包，在字里行间与每一种心情不期而遇。
 ",10962,"['受益匪浅（1）', '内容丰富（1）', '实用（1）', '干货满满（1）', '感染力强（1）', '振奋人心（1）', '文笔流畅（1）']"
16,漫画中小学生自我管理 全4册 抗挫力青春期时间管理自我学习 6-14岁儿童心理健康教育书籍 情绪管理与性格培养漫画故事书,['翰图'],None,http://img3m3.ddimg.cn/11/25/29520623-1_w_3.jpg,2023年02月 ,广东人民出版社,39.90,140.00,2.85,童书,少儿励志与成长,16开,胶版纸,平装-胶订,是,9787218164434, ,18900,['孩子喜欢（1）']
17,开窍：你不懂的世界背后都是原理（跨学科思维启蒙，千万级科普大V“所长林超”助你“先开窍，再开挂”）,['所长林超 磨铁文化 出品'],None,http://img3m7.ddimg.cn/38/14/29513027-1_w_1696835023.jpg,2023年02月 ,科学技术文献出版社,31.30,68.00,4.61,成功/励志,智商/智谋,32开,胶版纸,平装-胶订,否,9787518997565,"★【全网1200万粉丝喜爱的“所长林超”力作】
数学金融双学位学霸、2022博鳌青年领袖、全网近1200w粉丝喜爱的所长林超历时三年打造2021年B站热销的现象级爆款课程，超10万付费学员口碑认可。
★【你看不懂的世界，背后都是原理】
一个人开窍的表现是什么？是懂得事物发展底层规律，认清自己想要的生活。一旦开窍，万物皆可为你所用。
本书将为你呈现隐蔽个人爆发式成长的关键知识和背后的逻辑：15大前沿学科融会贯通，20条逆袭指南，100个跨学科思维模型。助你摆脱精神内耗，利用规律撬动个人成长！ 
★【培养自主学习力，打开多学科视野独立思考】
吸收各学科精华思想，打开多学科视野独立思考。一本书包括热力学、工程学、系统论、函数、脑科学 认知心理学、社会网络学、信息论、人类学、概率统计学、营销学、历史学、会计学、生理学、自我管理学等热门学科，加入实用而丰富的行动指南，只为实用，正确决策才能赢得未来！
★【拥有时代的终极竞争力】
信息时代全科制霸！学到跨学科鼻祖查理芒格都在用的思维模型，
打开一道少有人走的“暗门”。从此打破单一学科的思维壁垒，真正学会融会贯通。开窍的你，才能拥有这个时代的终极竞争力。
 ",29248,[]
18,新海诚：铃芽之旅.豪华版（含PVC半透明磨砂书盒+色纸+PVC卡片+立牌+场景版+书签+海报×4）,"['(日) 新海诚 ', ' ;天闻角川 出品 ;吴春燕 译']", ;天闻角川 出品 ;吴春燕 ,http://img3m8.ddimg.cn/49/31/29500168-1_w_12.jpg,2023年01月 ,新星出版社,48.40,88.00,5.5,青春文学,其他国外青春文学,大32开,胶版纸,盒装,否,6955371793980,None,8267,['爱恨纠葛（1）']
19,新海诚：铃芽之旅 简体中文版（精装，随书附赠全彩书签+随机一款海报）动画电影《铃芽之旅》原作小说,"['(日) 新海诚 ', ' ;天闻角川 出品 ;吴春燕 译']", ;天闻角川 出品 ;吴春燕 ,http://img3m3.ddimg.cn/44/26/29500163-1_w_3.jpg,2023年01月 ,新星出版社,36.00,45.00,8,青春文学,其他国外青春文学,大32开,胶版纸,精装,否,9787513350976,None,13707,[]
20,赶时间的人（央视新闻重磅报道，单篇诗歌阅读超2000万人次。）,['王计兵，真故图书 出品'],None,http://img3m6.ddimg.cn/48/22/29516106-1_w_8.jpg,2022年12月 ,台海出版社,28.00,56.00,5,文学,中国现当代诗歌,32开,胶版纸,平装-胶订,否,9787516834114,"1.外卖员诗人王计兵作品集，单篇诗歌全网阅读超2000万人次。
  2.央视新闻、中央广电总台、南方周末、在人间living、一条、长江日报等二十多家媒体撰文报道。
  3.底层中国的吟游诗人，记录我们在人间的疲于奔命。
  4.外卖员、农民工、保洁员、保姆……这些在奔忙中丢失身份的人，在他的诗中被看见。
  5.“……我也有自己独立的国度。我沸腾的血，就是我奔流不息的江河。我嶙峋的瘦骨，就是我耸立的山川……”
 ",12448,[]
21,不属于我的城市（治 愈系绘本作家寂地，写给城市里孤独的人）,"['寂地 ', ' ，新经典 出品']",None,http://img3m7.ddimg.cn/70/3/29547907-1_w_1689308610.jpg,2023年03月 ,新星出版社,39.00,78.00,5,动漫/幽默,大陆漫画,32开,特种纸,精装,否,29547907,"★ 百万/级/畅/销作品《我的路》作者，荣膺国/内动漫界蕞/高奖项——金龙奖首奖，中国首/席绘本作家寂地，暌违五年打造诚意之作！
“这是十几年来，我第yi次对自己感到比较满意的作品。”——寂地
★  那些或心酸或美好的瞬间，以及渺小却勇敢的我。都被记录在这本书里。“这城市不属于我，但我依然努力。”
这是一部写给城市漂泊者的童话，关于梦想，关于爱情，关于理解，关于自由。
这座不属于我的城市，却让渺小的我收获了许多温暖和感动。
经历过大城市的横冲直撞，被拒绝和否定过，我们才会理解，真正属于自己的是什么。
即使离开，这些美好的瞬间也会被珍藏在心里，不会忘记。
又或许，我们不需要哪里属于自己，只要每一天都认真地生活。
★“情感色彩魔术师”突破自我的全/新尝试！漫画和图像小说的完/美组合，收藏级画面品质，精装设计，四色印刷，更有质感的纸张；反复调色，打磨细节，只为呈现蕞/完/美、蕞/绚烂的色彩！
“不属于我的城市，我深爱过你。”
 ",7451,[]
22,煮沸人生【限量签章版+定制唯美双面信封+亲笔手写信】李银河,"['李银河 ', '，酷威文化 出品']",None,http://img3m9.ddimg.cn/79/22/29517919-1_w_4.jpg,2023年03月 ,北方文艺出版社,22.50,45.00,5,文学,文集,32开,胶版纸,平装-胶订,否,9787531758082,"知名学者、社会学家李银河的灵魂告白，写给所有自由、坦荡、精神明亮的年轻人。
一位独立女性行走人间半个多世纪的感悟精粹，关于世界、人生、爱情等议题的思考结晶，直面人生中的困惑与激情，探究生命的价值和意义。
拒绝惯性生活，保持清醒姿态——用真挚、笃定、理性的声音，唤醒生活中的迷茫、混沌、无所适从。
世间之美不过爱与热望，用生命之火煮沸人间每一段时光。
特别放送李银河的人生小传《我的编年史》，精心收录李银河于不同时期追思王小波的文章，完整呈现李银河追求爱与自由的不羁人生。
 ",9224,"['经典必读（1）', '优美隽永（1）', '装帧精美（1）']"
