排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
12,世说新语来了!在名士故事中读懂小古文（千年前的“微博体”文学经典，中小学古文，鲁迅先生开出的唯一一份书单，推荐朋友孩子阅读）,"['歪歪兔童书馆', '绘']",None,http://img3m0.ddimg.cn/63/28/29564730-1_w_1705373196.jpg,2023年05月 ,海豚出版社,64.00,128.00,5,童书,中国儿童文学,16开,胶版纸,精装,否,9787511063502,"【编辑推荐】
一部好玩的古代文学经典
汉末魏晋名人的爆笑故事集
李白、杜甫、苏轼、李清照、鲁迅……历代文人的书
初中生阅读指导书目，多篇故事入选中小学语文课文
  ",9181,['可读性强（1）']
13,花小烙漫画科普：很冷很冷的动物冷知识（当当专享印签版，全网超千万粉丝IP“花小烙”漫画科普力作！）,"['花小烙 ', ',博集天卷 出品']",None,http://img3m8.ddimg.cn/59/27/29591258-1_w_1688104947.jpg,2023年07月 ,湖南科技出版社,27.50,59.80,4.6,科普读物,百科知识,32开,胶版纸,平装-胶订,否,29591258,"1、全网超千万粉丝，B站百大UP主，萌漫科普代表——“花小烙”重磅力作！
动漫形象花小烙的漫画科普新作，全书涵盖二十多个关于动物的奇怪冷知识，用幽默画风，科学严谨的论证，满足我们的好奇心。
2、把好玩的知识画给你看！满足你对动物世界的所有好奇！
小龙虾、龙虾和蛄有什么区别？绵羊洗个热水澡后会不会缩水？大米里的黑色小虫子是从哪里冒出来的？信鸽是怎么知道自己的信要送往哪里的？垃圾桶里凭空冒出来的小飞虫到底是什么？苍蝇不小心随车去了另一个城市，它会想家吗？…………
  脑洞大开！画风可爱到极致！科普知识从未如此有趣，萌到家！
  比电影还好看的漫画科普！像小剧场演出一样的漫画内容！好看到停不下来！
“为什么要坚持画知识类漫画呢？因为我看到的好多知识都太有趣了！每一个小知识在脑海里都能被脑补出一个特别有意思的“小剧场”，有时候想着想着自己就会忍不住地笑出来，这时候我就想：不行！这么多有意思的知识，这么多可爱的动物，我一定要分享出去让更多人也能看到，并开心地笑一笑。”
5、全彩四色印刷，大开本方便读者翻阅，爆笑画风让读者在轻松画风中开心长知识！
 ",9638,[]
14,马伯庸见微系列套装：长安的荔枝+太白金星有点烦,"['马伯庸 ', ',博集天卷 出品']",None,http://img3m5.ddimg.cn/74/17/29580185-1_w_3.jpg,2023年06月 ,湖南文艺出版社,58.00,90.00,6.45,小说,历史小说,32开,胶版纸,平装-胶订,是,29580185,"《长安的荔枝》
唐朝诗人杜牧的一句“一骑红尘妃子笑，无人知是荔枝来”惹得世人艳羡杨贵妃上千年，但其中的荔枝是如何从五千余里外的岭南运送到长安城的，却鲜有史书详细记载，脑洞大开的马伯庸以此为蓝本构建了一个大唐社畜李善德拼尽全力做项目的故事，虽是历史小说，读者却能从中看到自己的生活影子，大城市买房落脚、职场情商博弈、不得已的违规逾矩等，小人物的挣扎是那么相似。一项将鲜荔枝运逾千里之距的艰难差事，以微观人事折射大唐宏观社会。
这部口碑非常好的历史小说只花了11天写就，小说刚一连载就获得了广大读者的好评，被数万人点评为神作，推荐值高达96%。微博、抖音、小红书和今日头条，海量读者自发评论和衍生二创。
本书小开本双封设计，随书附赠“荔枝鲜转运舆图”折页插图一张。
《太白金星有点烦》
这是每一个成年人应该重读的西游故事。
太白金星李长庚近有点烦。天庭和西天联合推出了“西天取经”的重大项目，他受命策划九九八十一难，确保项目无虞。老神仙本以为一切尽在掌控中，谁知天大的麻烦才刚刚开始。
项目过程中，如何报销活动费用？如何写工作汇报？如何平衡不同上级的诉求？如何应对突发状况？如何解决人事纠纷？一系列问题在不改变经典著作《西游记》结局的基础上展开了丰富有趣的职场生态，即便李长庚锦囊无数，也不免常常陷入焦虑。
都说神仙要“超脱因果，太上忘情”，都说不要在职场里动感情，太白金星却说，“很多人间执念我们无法理解，但不代表那些痛苦就不存在。”即使得了“仙”“佛”之号，依旧抛不下一个人字，有人，就有抛不下的牵挂、因果与苦乐得失。
打碎无意义的追逐，才是真的得道。
延续《长安的荔枝》小开本双封设计，随书附10张著名画家施晓颉所绘创意插图。
 ",51582,[]
15,好美中国画 名画里看世界 中小学生美学科普拓展精装版,"['胡晓钰，宗泳杉编', '，日知童书 出品']",None,http://img3m3.ddimg.cn/82/22/29568313-1_w_5.jpg,2023年05月 ,明天出版社,17.90,50.00,3.58,童书,科普/百科,12开,铜版纸,精装,否,9787570810772,"1、一书展现上百万年的中国美术演变史，用明白晓畅的趣味化语言使上百幅高清图片使中国名画张口“说话”。
2、每个页面增加艺术常识小花絮，还有特色专题，普及艺术常识，带领读者循序渐进地走进中国艺术的殿堂。
3、页面设计上颇具“中国风”。版式设计考究，用水墨、毛笔字、晕染底纹等中国元素穿插页面，和谐典雅，传达出中式美学的雅致。
4、深度解析知名画作，将画家生平及相关故事穿插其间，拓展读者视野，搭建读者与中国艺术之间的桥梁。
5、文本简洁、知识点丰富、版式设计新颖。用一幅幅经典且引人深思的画作引出画家的故事，拨开艺术谜题，唤醒读者的求知欲。
 ",21402,"['通俗易懂（2）', '内容权威（1）', '可读性强（1）', '知识点丰富（1）', '趣味性强（1）']"
16,天官赐福：全三册【印特签版】,"['墨香铜臭 ', '，磨铁文化 出品']",None,http://img3m2.ddimg.cn/60/31/29570172-1_w_1705655046.jpg,2023年05月 ,广东旅游出版社,199.00,329.00,6.05,青春文学,大陆原创青春文学,16开,胶版纸,精装,是,9787557029807,"    ★墨香铜臭，全球知名畅销作家，著有《人渣反派自救系统》《魔道祖师》《天官赐福》，晋江专栏收藏数高达百万，作品横跨四大洲翻译出版美、日、韩、德、法、俄、越、泰、巴等十多个版本，多次创下国内作品的海外销售记录。其作品风格浪漫，情感强烈，独具个性，令万千读者极具共鸣，久久不忘，引发海内外阅读热潮。
    ★《天官赐福》雄踞晋江文学城销售金榜近三年，积分破400亿，收藏破200万，评论破200万，霸王票全站第一。泰、越、日、韩等版本数次登顶当地畅销榜首，四登纽约时报畅销榜。
    ★全文修订版，全球首发！正文新增数万字全新内容，独家首发近万字新番外 出版后记（内含作者手写内容） 每册作者手写特别寄语印签。双封设计，内含24P彩插，还原书中众多名场面。裸脊锁线装订，双面书盒收纳，内文精选80G岳阳楼胶版纸，细腻手感，精美印刷，收藏品质。
     ★随书附赠精美周边：3款对裱逆向镭射银卡，4款烫金藏书票，2款异形书签，2款PVC贴纸，2款覆膜UV拍立得，1款全员折页图，2款祈福卡，1款立体贺卡，1款纸灯。所有赠品均使用特种纸印刷，超值享受！ 
 ",29741,[]
17,道德经其实很好懂（怎么都看不懂的道德经，被度阴山用几个小故事讲透了！）（读客中国史入门文库）,['度阴山；读客文化 出品'],None,http://img3m9.ddimg.cn/71/32/29574539-1_w_1.jpg,2023年05月 ,江苏凤凰文艺出版社,24.90,49.90,4.99,哲学/宗教,哲学,32开,纯质纸,平装,否,9787559476432,"◆ 怎么都看不懂的《道德经》，被度阴山用几个小故事讲透了！
◆ 梁启超、林语堂、曾国藩、鲁迅都读《道德经》！
◆《知行合一王阳明》作者度阴山全新力作！
◆ 用耳熟能详的历史故事讲透晦涩难懂的概念！
◆ 用推恩令、孔融让梨、孟母三迁、杯酒释兵权等历史故事讲透“道”“无为”“上善若水”
◆“道”不可言说
◆“无为”不是什么都不做，而是避免采取有敌意的行为
◆ 无用之“有”创造有用之“无”
 ",10692,['大开眼界（1）']
18,世界上最棒的礼物——图画中隐藏无数细节，让小小孩玩过瘾！,['文/图：赖马，启发童书馆 出品'],None,http://img3m3.ddimg.cn/57/11/29568783-1_w_1698390518.jpg,2023年05月 ,北京联合出版有限公司,26.40,52.80,5,童书,绘本/图画书,12开,胶版纸,精装,否,9787559633507,"★台湾趣味图像绘本大师赖马倾情创作！
★充满创意的趣味认知游戏书，超好玩的视觉游戏，一起和数字、颜色捉迷藏，让小小孩玩过瘾！
★设计巧妙，一书多用：数数、识颜色、认动物、猜谜、讲故事，还能学习形容词和问候语。
★图画中隐藏无数细节，让孩子边看边找，获得满满的趣味和惊喜！
★一个动物伙伴们出门*物的故事，随着剧情的展开，谜题慢慢揭晓，让孩子体会到父母的浓浓爱意。
1藏在窗框上，3藏在房顶上……
书中，两个相同场景的跨页里，隐藏着数字1到10 。
全书10个不同的场景里，藏着10组1到10。
内容丰富的视觉游戏，让孩子尽情在图画的海洋里寻找数字，突破思维定式，提升专注力。
孩子们也可以和爸爸妈妈比一比谁找得更快！非常适合亲子共读，一起游戏，享受温馨的亲子时光。

超好玩的颜色捉迷藏，让孩子边玩边感受色彩魔力！
4只老虎带着有香味的白色礼物，从白色的房子前面经过。
他们带的是什么礼物？
翻一页，你会发现，原来是白色的百合花啊！
看，白色的大鸟跟白云是一个颜色的！瞧，黄色叶子上面有一只黄蝴蝶呢！
几十处颜色捉迷藏，让孩子猜猜不同的颜色中都隐藏着什么动物（植物），培养色彩感知力，提升想象力。
孩子也可以跟小伙伴比一比谁找得多，猜得准，非常适合和伙伴共读，一同玩耍，分享快乐。
显示全部信息",263787,"['整体感觉不错（204）', '孩子喜欢（180）', '无异味（179）', '外观精致（154）', '性价比很高（146）', '有异味（109）', '包装不错哦（87）', '包装一般（21）']"
19,基层女性生存指北 基层女性作者新作 随书附赠作者原创手绘作品,"['王慧玲 ', '，磨铁文化 出品']",None,http://img3m9.ddimg.cn/8/1/29558339-1_w_1691036676.jpg,2023年03月 ,台海出版社,43.70,58.00,7.54,心理学,心理百科,32开,胶版纸,精装,否,9787516834787,"    1.作者王慧玲出身农村，没上过大学，饱受原生家庭伤害，但是她从摆摊卖袜子做起，摸爬滚打成为帮助上百万女性解决困惑的博主，被《三联生活周刊》《新周刊》等媒体深度报道，成为底层女性的逆袭典范。
    2.她的图书作品《基层女性》更是在短短一年内，销量达数十万册。
    3.只要你还在为容貌、年龄、婚育等问题焦虑，只要你还活在社会规训之中，那么你就是被困住的“基层女性”。让我们以“我”为本，使生活中的事物都围绕着“我”的需求展开，成为一个“人”，而不只是女人。
   4.这本书轻薄但有力，作者在书中掷地有声地告诉女性，放弃幻想、自我负责，实现物质和精神的双重独立才是我们的道路。
 ",14597,[]
20,意林 小国学1-6期（共6册）,['意林编辑部'],None,http://img3m0.ddimg.cn/46/34/29578870-1_w_1.jpg,2022年08月 ,四川少年儿童出版社,59.80,60.00,9.97,童书,少儿期刊,16开,胶版纸,平装-胶订,否,29578870,None,10155,[]
21,岁月静好是片刻 一地鸡毛是日常（精选季羡林、史铁生、梁实秋、汪曾祺、朱自清等名家经典散文，与大师共语，品悟日常生活中的喧闹与宁静）,"['史铁生 季羡林 汪曾祺 等/', '']",None,http://img3m7.ddimg.cn/3/36/29573877-1_w_1.jpg,2023年05月 ,中国致公出版社,16.50,55.00,3,文学,文集,32开,胶版纸,平装-胶订,否,9787514520088,"☆一地鸡毛，不需人知，岁月静好，且自从容。
岁月静好是片刻，一地鸡毛是日常，即使世界偶尔薄凉，内心也要繁华似锦，浅浅喜，静静爱，深深懂得，淡淡释怀。唯愿此生，岁月无恙；只言温暖，不语悲伤！
☆望远处的是风景，看近处的才是人生。
不要觉得未曾满足的期待是一种诅咒，有些高山无法企及，那么远远地看看也行。在岁月蹉跎中接受自己生而平凡的事实，才能在繁杂的尘世里享受到现世安好的静谧。
☆快乐活在当下，尽心就是完美。
所谓岁月静好，只不过是家中那碗热汤和始终为你亮着的那盏灯。或许，只有历尽世事，才会明白，我们眼前拥有的，才是真正应该珍惜的。悲欢离合，都是生活赐予的经历，生活洒下一片阴霾，就会在不远处给出一缕阳光。
☆文学大师送给现代人的精神抚慰, 一起走过的路，看过的海，读过的书，有遗憾，也有恩赐。
时间不经用，抬眼已半生，精选季羡林、史铁生、梁实秋、汪曾祺、朱自清等21位名家的43篇经典散文，一起走进文学大师的生活，一起看看他们对生活的态度，在点滴之间的温暖，找到力量，向上开花，向下生根。
 ",14912,[]
22,如果历史是一群喵1·夏商西周篇,['肥志编绘，漫友文化出品'],None,http://img3m0.ddimg.cn/60/1/29583240-1_w_1.jpg,2023年06月 ,广东旅游出版社,29.90,59.80,5,动漫/幽默,大陆漫画,16开,胶版纸,平装-锁线胶订,否,9787557030599,"★超人气漫画家肥志精心编绘、拥有网上“超级话题”的萌喵历史漫画，阅读量超20亿的肥志知识萌漫系列。
《如果历史是一群喵1·夏商西周篇》由12只性格各异的喵演员主演，华夏诞生到群雄割据的时代都被加上了毛茸茸的喵咪视角。你所熟悉的历史人物将以喵的姿态重新出现，通过当下流行话语趣味演绎夏商西周多个时期的故事。独具中国元素之美，又不失萌值的画风，让大批粉丝疯狂追更，每一次更新都引爆话题讨论，不断刷屏你微博首页的漫画就是它！
★收录丰富的趣味番外小百科，以及12只喵的完整小档案。除了13回正文内容，图书还包含知识番外以及严谨的文献附录，好学宝宝们可以此展开自己的知识探索。中间穿插全12只喵咪的性格档案，满足一切幻想的拟人形象图以及可爱度爆表的“喵窝”小房间，释放你扑通乱跳的少女心！
★封面采用烫金印银效果，压纹工艺，全书裸线仿古装帧，完美呈现典雅国风设计。16开豪华开本，近300P的足量内容，季夏商西周篇全收录。
 ",96334,"['画工精美（671）', '解压神器（645）', '被治愈（610）', '暖萌（558）', '好搞笑（383）', '值得收藏（343）', '热血（307）', '同人（145）']"
23,唐诗来了！在诗人故事中轻松读唐诗（全2册。唐诗不用背！在诗人故事中读唐诗，唐诗更好懂，孩子更爱读。7-14岁适读。歪歪兔童书馆出品）,"['歪歪兔童书馆', '绘']",None,http://img3m7.ddimg.cn/65/35/29566217-1_w_1705373194.jpg,2023年05月 ,海豚出版社,64.00,128.00,5,童书,中国儿童文学,16开,胶版纸,平装-锁线胶订,是,9787511063496,"  读诗人故事 诵唐诗杰作 懂唐朝历史
在唐朝历史中读懂诗人，在诗人故事中读懂唐诗
 ",8606,[]
