排名, 书名, 作者, 翻译者, 封面, 出版社时间, 出版社, 现价, 定价,折扣, 大类型, 子类型, 开本, 纸张, 包装, 是否套装,ISBN , 编辑推荐 ,评论数量 , 评论标签
11,平凡的世界：全三册（全新2021版，茅盾文学奖获奖作品，激励青年的不朽经典）,"['路遥 ', ' ， 新经典 出品']",None,http://img3m4.ddimg.cn/34/12/29253544-1_w_1701235932.jpg,2021年06月 ,北京十月文艺出版社,98.00,138.00,7.11,小说,社会小说,32开,轻型纸,平装-胶订,是,9787530221396,None,1183045,"['经典必读（11786）', '装帧精美（11124）', '温情感人（7996）', '情节曲折（6235）', '引人入胜（5802）']"
12,碎嘴许美达的生活碎片（签名寄语版）（“怎么能长成旷世奇才？”——马丽、张伟丽、张含韵、苗圃、毛川、东北酱、浪胃仙、邵英),['许美达'],None,http://img3m1.ddimg.cn/90/6/29253501-1_w_11.jpg,2021年06月 ,中国大百科全书出版社,29.98,58.00,5.17,童书,少儿励志与成长,32开,纯质纸,平装-胶订,否,9787520208147,"★全网1500万粉丝网红作者
★幽默搞笑碎嘴风格独树一帜
★演员马丽*次作序推荐图书
★推荐语：
★正能量，励志，减压
★超高的设计与质量
★主题曲朗朗上口
 ",278766,"['整体感觉不错（110）', '性价比很高（63）', '无异味（57）', '外观精致（56）', '包装不错哦（53）', '孩子喜欢（17）', '包装一般（11）', '有异味（3）']"
13,沉默的大多数（爱智慧、爱自由、反对愚蠢，读王小波的“上头之选”！依据王小波手稿、生前定稿修订多年讹误，SHOU度以读者视角排定蕞佳阅读顺序。）,"['王小波 ', ' ， 新经典 出品']",None,http://img3m8.ddimg.cn/80/33/29176568-1_w_27.jpg,2021年01月 ,北京十月文艺出版社,29.50,59.00,5,文学,名家作品,32开,轻型纸,精装,否,9787530220368,"☆ 用沉默影响世界！
☆ 恢复《积极的结论》《论战与道德》《个人尊严》《域外杂谈·农场》初始文本！
☆ 李银河郑重授·权，亲自审定：依据王小波手稿、生前定稿逐一勘校，修订多年讹误。
☆ 崭新编排：SHOU度以读者视角排定阅读顺序，全年龄段第·一批试读者一致好评！
☆ 国民级偶像王小波——肖战、朱一龙、撒贝宁、李诞、张若昀、张译、姚晨、麦家、鲁豫……都在读王小波！
☆ 40篇耿直犀利的烧脑杂文，8~10分钟可以读完一篇，终生赋能的思维乐趣。爱智慧、爱自由、反对愚蠢——“上头之选”！
☆ 后浪入海，社会毒打解药。思维霸总带你手撕一切套路、内卷、PUA！
☆ 知名设计师操刀书籍装帧，艺术流精装双封，精美典藏。
 ",394597,"['经典必读（70）', '装帧精美（65）', '引人入胜（52）', '经典（51）', '优美隽永（37）']"
14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,[]
15,给男孩的情绪管理绘本（套装全5册）,['乐凡 段张取艺'],None,http://img3m1.ddimg.cn/72/26/29206161-1_w_15.jpg,2021年03月 ,青岛出版社,45.00,90.00,5,童书,绘本/图画书,16开,胶版纸,平装-胶订,是,9787555252580,"给男孩的情绪管理绘本，让男孩自信、勇敢、内心强大！
让男孩学会感知情绪、接纳情绪、管理情绪，
让家长学会理解男孩、引导男孩、鼓励男孩。
《给男孩的情绪管理绘本》， 在助力男孩健康快乐成长的同时，为养育男孩的家长减轻焦虑、提供启发。
 ",68276,"['整体感觉不错（72）', '孩子喜欢（52）', '外观精致（49）', '无异味（43）', '性价比很高（38）', '包装不错哦（33）', '包装一般（11）', '有异味（7）']"
16,在峡江的转弯处：陈行甲人生笔记（南方周末、万圣书园2021十大好书，百万纪念版）,['陈行甲'],None,http://img3m1.ddimg.cn/48/25/29180001-1_w_1705283604.jpg,2021年01月 ,人民日报出版社,24.00,48.00,5,文学,中国现当代随笔,32开,胶版纸,平装-胶订,否,9787511568687,"全国优秀县委书记陈行甲自传体随笔。
基层百姓认可的好干部陈行甲，他的故事对年轻人有借鉴和启发意义。
  ",146384,"['引人入胜（199）', '经典必读（180）', '装帧精美（167）', '优美隽永（141）']"
17,天堂旅行团（继《全世界》《云边》之后，张嘉佳新书2021全新长篇力作）,"['张嘉佳 ', ',博集天卷 出品']",None,http://img3m1.ddimg.cn/60/31/29288121-1_w_46977.jpg,2021年08月 ,湖南文艺出版社,34.50,48.00,7.19,小说,中国当代小说,32开,胶版纸,平装-胶订,否,9787572602825,None,178762,"['温情感人（222）', '装帧精美（219）', '引人入胜（159）', '经典必读（120）', '情节曲折（105）', '中国原创（87）']"
18,追风筝的人（李雪琴、高圆圆推荐）,"['[美]卡勒德·胡赛尼（Khaled Hosseini） ', '，李继宏 译']",，李继宏 ,http://img3m8.ddimg.cn/73/8/29211508-1_w_20.jpg,2006年05月 ,上海人民出版社,32.40,45.00,7.2,小说,外国小说,32开,胶版纸,平装-胶订,否,9787208061644,"感动全球亿万读者，值得与友人分享的终身五星小说
畅销全球的奇迹之书
高圆圆动情推荐，窦靖童创作灵感的来源，朱一龙、张一山深情诵读
为你千千万万遍！
 ",1181993,"['经典必读（5556）', '装帧精美（5040）', '温情感人（4140）', '情节曲折（3251）', '引人入胜（3235）']"
19,字母表谜案（怪异君推荐！当你隐隐觉得不对劲，致命的恶意正悄悄逼近！大山诚一郎封神之作！）（读客悬疑文库）,"['[日]大山诚一郎 ', '；读客文化 出品']",None,http://img3m2.ddimg.cn/1/6/29239552-1_w_22.jpg,2021年04月 ,河南文艺出版社,21.00,42.00,5,小说,侦探/悬疑/推理小说,32开,胶版纸,平装-胶订,否,9787555911425,"◆怪异君推荐！
◆当你隐隐觉得不对劲，致命的恶意正悄悄逼近！
◆短篇推理的天花板！短篇之神大山诚一郎封神之作！
◆4个连接死亡的字母×4桩无人能解的谜案
◆令推理大师绫辻行人、阿津川辰海拍案叫绝，烧脑度99.99%！
◆本书荣登“本格推理BEST10”“这本推理小说了不起！”榜单
◆作者大山诚一郎斩获本格推理大奖、密室大奖等各大权威推理奖项，并横扫日本三大推理榜单！
◆越细微的异常，越接近真相，也越令人不寒而栗！
◆快节奏、零废话、神反转。翻开《字母表谜案》，发现日常背后的致命恶意！
 ",None,[]
20,半小时漫画青春期：生理篇（从变声长痘到脸红心跳，笑着笑着解决青春期困扰！爆笑全解生理知识）新老版随机发货,"['陈磊·半小时漫画团队 ', '；读客文化 出品']",None,http://img3m8.ddimg.cn/32/5/29277698-1_w_1698106243.jpg,2021年07月 ,天津科学技术出版社,29.40,49.00,6,亲子/家教,亲子关系,32开,胶版纸,平装,否,9787557694784,"◆爆笑漫画讲清生理现象，轻松度过青春期
◆一本漫画搞懂父母说不清，学校不敢讲，只能自己偷偷学的生理知识
◆读懂青春期身体变化的各种生理原因，青春不困惑，成长没烦恼
◆从变声长痘到脸红心跳，告别所有青春期的困扰
◆为了解更多正确的生理健康知识而出发！
◆青春痘、公鸭嗓、大姨妈、遗精、暗恋……都是身体的小游戏；
◆了解身体的各种秘密，正视成长的变化，拥抱青春期
◆脸红心跳和懵懂的爱情其实是神经和激素的一场“游戏”

 ",79112,"['实用（59）', '内容丰富（48）', '家长必读（46）', '共同成长（45）', '儿童心理（39）', '亲子关系（36）', '宝妈必备（23）', '隔代养育（18）']"
21,活着（余华代表作，精装，易烊千玺推荐阅读）,"['余华 ', ' ，新经典 出品']",None,http://img3m3.ddimg.cn/23/25/29311943-1_w_34.jpg,2021年10月 ,北京十月文艺出版社,31.00,45.00,6.89,小说,社会小说,32开,轻型纸,精装,否,9787530221532,"★《活着》讲述了人如何去承受巨大的苦难；讲述了眼泪的宽广和丰富；讲述了绝望的不存在；讲述了人是为了活着本身而活着的，而不是为了活着之外的任何事物而活着。                   
★本书获
-意大利格林扎纳·卡佛文学奖
-意大利朱塞佩·阿切尔比国际文学奖
★同名电影获戛纳国际电影节评审团大奖
★这是一个人和他的命运之间的友情，这是ZUI为感人的友情，因为他们互相感激，同时也互相仇恨；他们谁也无法抛弃对方，同时谁也没有理由抱怨对方。
他们活着时一起走在尘土飞扬的道路上，死去时又一起化作雨水和泥土。
★《活着》里的福贵让我相信：生活是属于每个人自己的感受，不属于任何别人的看法。我想，这可能是写作给予我的酬谢。
  ——余华 
  ",1375931,"['经典必读（4485）', '装帧精美（4281）', '温情感人（2925）', '情节曲折（2554）', '引人入胜（2428）']"
22,大语文那些事儿（全6册）大语文时代，得语文者得天下。字词、作文、阅读、古诗、古文一网打尽。,['赵旭'],None,http://img3m3.ddimg.cn/68/8/29194673-1_w_1688529679.jpg,2020年10月 ,北京理工大学出版社,90.00,180.00,5,童书,中国儿童文学,16开,胶版纸,平装-胶订,是,9787568290777,"1.知名语文老师、文化基因唤醒人赵旭写给孩子的大语文课
2.有深度又有广度，严谨又风趣的课外书
3.紧跟教育改革大语文的教改方向编写
4.涉及教材中100 篇目
5.“点线面”语文教学法，培养语文思维和综合语文素养
6.文史哲三维一体，搭建立体文化知识网
7.字词、作文、阅读、古诗、古文一网打尽
 ",140963,"['孩子喜欢（145）', '可读性强（137）', '引人入胜（98）', '口碑好（91）', '情节动人（89）', '获奖作品（89）', '大师作品（71）']"
23,别想太多啦：在复杂的世界里，做一个简单的人（情绪疗愈指南，随手翻开，就能获得舍离烦恼的勇气。）,"['[日]名取芳彦 ', '，紫图出品']",None,http://img3m7.ddimg.cn/77/14/29201117-1_w_55.jpg,2021年03月 ,天津人民出版社,21.90,49.90,4.39,心理学,心灵疗愈,32开,胶版纸,平装-胶订,否,9787201168470,"★日本销售40万册的情绪疗愈指南
经历多次失败的人，才能体恤他人。负面情绪“来去由它”。即使别人让我失望，也没啥大不了。虽然年岁渐长，心不可以老。黯淡的过往，也可以“料理”成美味的食物。后悔的次数愈多，就愈能成为诚实的人。顺境也好，逆境也好。“迟钝、动作慢、笨手笨脚”不也很好吗？被人批评时，可以这么想。不必急于改变自己，以少欲为铲、知足为锄，来耕作心田，任何事勉强一定无法持续。可以孤独，但不可以孤立，一个人的力量，自己心里有数。机会是以危机的姿态到来。其实，你现在的样子就够了。
★听日本超人气“傻和尚”讲讲生活禅
日本备受喜爱的治愈禅师，*擅长说故事，让人的烦恼不知不觉间被化解。他常常自嘲是“傻和尚”，他的话语却充满洞见：
.只要不作恶，你就是个好人；经历多次失败的人，才能体恤他人；
即使别人让我失望，也没啥大不了；遇事绝不可为难自己。
★104个安心小练习，拥有自我疗愈的力量
在日常中，学会照顾自己的内心，通过104个安心小练习，放不下的事都能放下，赶走负面情绪，拥有好好生活的力量！
★没有一件事、一段关系，值得你遍体鳞伤
你太在乎，别人才有了伤害你的能力，所有的烦恼都来源于想太多。把人生调成静音模式，让自己开心起来，找回人生的主动权。
不苛求自己，也别要求别人，活出自己喜欢的人生
 ",126537,"['心理治愈（83）', '可读性强（60）', '心理学必备（39）', '脑洞大开（37）', '内容专业（34）']"
24,半小时漫画历史系列（共7册）中国史1-5+世界史1-2（看半小时漫画，通古今中外历史！混子哥新作！）,"['陈磊.半小时漫画团队 ', '；读客文化 出品']",None,http://img3m9.ddimg.cn/32/20/29252849-1_w_13.jpg,2021年06月 ,文汇出版社,154.60,309.30,5,历史,历史普及读物,32开,胶版纸,平装-胶订,是,29252849,"◆看半小时漫画，通古今中外历史！其实是严谨的极简中国史 极简世界史。
◆《半小时漫画世界史》从希腊罗马笑到日本美国，每一页都有历史段子，每三秒让你笑翻一次。
◆《半小时漫画世界史2》四大文明古国组团出道，为啥只剩中国屹立不倒？翻开本书，在铺天盖地的段子中，看懂另外三大文明古国的前世今生！
◆《半小时漫画中国史》春秋战国像个班级；大秦过把瘾就死；楚汉之争八卦多
◆《半小时漫画中国史2》西汉王朝多盛世；三国就三大战役；魏晋乱世奇葩多
◆《半小时漫画中国史3》南北朝里多败家；隋朝就是二人传；大唐盛世开门红
◆《半小时漫画中国史4》大宋打仗常吃亏，但经济繁荣恢复快；元朝中期爱“宫斗”
◆《半小时漫画中国史5》大明皇大多逃不开斗外敌、斗奸臣、平内乱三件事；清朝皇帝非常努力，但挡不住世界改革的浪潮！
 ",188252,"['可读性强（403）', '品质不错（353）', '品质高端（248）', '内容扎实（245）', '经典权威（216）']"
25,中国共产党简史（32开）2021党史学习教育系列读物领导干部学习指定学习书目，2021年度中国好书荣誉图书,['本书编写组'],None,http://img3m1.ddimg.cn/27/22/29203641-1_w_11.jpg,2021年02月 ,人民出版社,33.20,42.00,7.91,政治/军事,政治,32开,胶版纸,平装-胶订,否,9787010232034,None,None,[]
26,起床后的黄金1小时（风靡日本的1小时习惯改造法，助你成为自律、精进、高效的人。想过什么样的人生，就过什么样的早晨！）,"['[日] 池田千惠', '， 范宏涛译，紫图图书 出品']",， 范宏涛,http://img3m9.ddimg.cn/64/33/29199619-1_w_1694161589.jpg,2021年02月 ,北京日报出版社,25.30,55.00,4.6,成功/励志,成功/激励,32开,胶版纸,平装-胶订,否,9787547739228,"       ★坚持早起26年、风靡日本的“早起计划”发起人池田千惠
★运用“起床后的黄金1小时”，做“*重要的事”
★厘清人生计划和阶段目标、确定优先处理的任务
★有效增加可支配时间，增强行动力，改变人生！
★网络戒断×提升干劲×解决拖延×破除迷茫……有效提升专注力、决策力、工作效率
★早起的心理准备×4 个步骤×5 个小技巧
★时间×风险容许度 人际关系定位，人生不同阶段的优先顺序和计划安排
 ",101220,"['文笔流畅（293）', '振奋人心（269）', '感染力强（228）', '干货满满（207）', '实用（175）', '受益匪浅（139）', '内容丰富（90）', '仪式感（59）']"
27,希望之线（东野圭吾新代表作，高分作品TOP5！）,"['（日）东野圭吾 ', ' ， 新经典 出品']",None,http://img3m3.ddimg.cn/39/28/29216523-1_w_27.jpg,2021年04月 ,南海出版公司,29.50,59.00,5,小说,侦探/悬疑/推理小说,32开,轻型纸,精装,否,9787544262705,"★东野圭吾《恶意》系列温暖新作，比《解忧杂货店》《新参者》更打动你的心
★你曾想过，自己为什么来到这个世界吗？
★一部高口碑、高销量、读者翘首以盼的小说：
上市抢占日本畅销书榜前排、周刊文春推理榜年度推荐
★一个讲述生命奇迹、带给人无限感动的暖心故事：
既有如《沉默的巡游》般高潮迭起的推理，又有《祈念守护人》里的人情温暖。
★一本重新定义家庭的疗愈之书：
家有千百种形式，爱是连结彼此的要素，每个人都可以从中找到共鸣。
★一份献给年轻读者的温情守护：
即使无法与重要的人见面，只要心没有离开，就会有无形的希望之线将我们彼此相连。
★说我固执也好吧，我喜欢讲述人与人之间的缘分。——东野圭吾
★长大后才懂得，越是亲密的家人，越难坦诚相见。《希望之线》让我相信：爱是自由，不必定义。——中文版责编
 ",55965,"['装帧精美（216）', '经典必读（170）', '悬疑推理（145）', '情节曲折（135）', '剧情烧脑（96）']"
